TAXON_ID_CH;CENTRE;GROUP;TAXON_ID;TAXON_NAME;PRIO;YEAR_min;YEAR_max;ALT_min;ALT_max;PREC_min;REGION;GUILD;GRP_WEIGHT;CIBLE
infofauna:17165;infofauna;ODON;17165;Lestes virens;3;2000;NA;NA;NA;250;CH;5;1;1
infofauna:17165;infofauna;ODON;17165;Lestes virens;3;2000;NA;NA;NA;250;CH;101;1;1
swissfungi:4323;swissfungi;FUNG;4323;Leucoagaricus leucothites;;1985;NA;NA;NA;250;CH;11;0.2;1
swissfungi:13205;swissfungi;FUNG;13205;Leucoagaricus wichanskyi (Pilat) Singer;4;1985;NA;NA;NA;250;CH;8;0.2;NPA
swissfungi:13205;swissfungi;FUNG;13205;Leucoagaricus wichanskyi (Pilat) Singer;4;1985;NA;NA;NA;250;CH;101;0.2;NPA
nism:1676;nism;BRYO;1676;Leucodon sciuroides (Hedw.) Schwägr.;;1984;NA;NA;NA;250;CH;11;0.2;1
infofauna:31917;infofauna;LEPI;31917;Leucodonta bicoloria;4;2000;NA;NA;NA;250;CH;16;0.2;1
infofauna:31917;infofauna;LEPI;31917;Leucodonta bicoloria;4;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:32814;infofauna;LEPI;32814;Leucoma salicis;;2000;NA;NA;NA;250;CH;8;0.2;1
infofauna:32814;infofauna;LEPI;32814;Leucoma salicis;;2000;NA;NA;NA;250;CH;101;0.2;1
swissfungi:4351;swissfungi;FUNG;4351;Leucopaxillus macrocephalus (Schulz.) Bohus;2;1985;NA;NA;NA;250;CH;16;0.2;NPA
swissfungi:4351;swissfungi;FUNG;4351;Leucopaxillus macrocephalus (Schulz.) Bohus;2;1985;NA;NA;NA;250;CH;102;0.2;NPA
swissfungi:4353;swissfungi;FUNG;4353;Leucopaxillus mirabilis;4;1985;NA;NA;NA;250;CH;16;0.2;1
swissfungi:4353;swissfungi;FUNG;4353;Leucopaxillus mirabilis;4;1985;NA;NA;NA;250;CH;102;0.2;1
swissfungi:4356;swissfungi;FUNG;4356;Leucopaxillus rhodoleucus (Romell) Kuehner;3;1985;NA;NA;NA;250;CH;8;0.2;NPA
swissfungi:4356;swissfungi;FUNG;4356;Leucopaxillus rhodoleucus (Romell) Kuehner;3;1985;NA;NA;NA;250;CH;101;0.2;NPA
infofauna:17236;infofauna;ODON;17236;Leucorrhinia albifrons;1;2000;NA;NA;NA;250;CH;5;1;1
infofauna:17236;infofauna;ODON;17236;Leucorrhinia albifrons;1;2000;NA;NA;NA;250;CH;101;1;1
infofauna:17238;infofauna;ODON;17238;Leucorrhinia dubia;4;2000;NA;NA;NA;250;CH;9;0.2;1
infofauna:17238;infofauna;ODON;17238;Leucorrhinia dubia;4;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:17239;infofauna;ODON;17239;Leucorrhinia pectoralis;2;2000;NA;NA;NA;250;CH;9;1;1
infofauna:17239;infofauna;ODON;17239;Leucorrhinia pectoralis;2;2000;NA;NA;NA;250;CH;101;1;1
infofauna:17413;infofauna;PLEC;17413;Leuctra ameliae;2;2000;NA;NA;NA;250;CH;1;1;1
infofauna:17343;infofauna;PLEC;17343;Leuctra armata;4;2000;NA;NA;NA;250;CH;1;1;1
infofauna:17346;infofauna;PLEC;17346;Leuctra braueri;;2000;NA;NA;NA;250;CH;1;1;1
infofauna:17349;infofauna;PLEC;17349;Leuctra dolasilla Consiglio, 1955;3;2000;NA;NA;NA;250;CH;1;0.2;NPA
infofauna:17374;infofauna;PLEC;17374;Leuctra sesvenna Aubert, 1953;1;2000;NA;NA;NA;250;CH;1;1;1
infofauna:17375;infofauna;PLEC;17375;Leuctra subalpina Vinçon, Ravizza, Aubert, 1995;4;2000;NA;NA;NA;250;CH;1;0.2;1
infofauna:17377;infofauna;PLEC;17377;Leuctra vinconi aubertorum;1;2000;NA;NA;NA;250;CH;1;1;1
infofauna:17412;infofauna;PLEC;17412;Leuctra zwicki Ravizza & Vinçon, 1991;1;2000;NA;NA;NA;250;CH;1;1;1
infofauna:26150;infofauna;NEUR;26150;Libelloides coccajus;4;2000;NA;NA;NA;250;CH;14;0.2;1
infofauna:26150;infofauna;NEUR;26150;Libelloides coccajus;4;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:26151;infofauna;NEUR;26151;Libelloides longicornis;3;2000;NA;NA;NA;250;CH;14;0.2;1
infofauna:26151;infofauna;NEUR;26151;Libelloides longicornis;3;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:31150;infofauna;LEPI;31150;Libythea celtis;;2000;NA;NA;NA;250;CH;16;0.2;1
infofauna:31150;infofauna;LEPI;31150;Libythea celtis;;2000;NA;NA;NA;250;CH;102;0.2;1
swissfungi:20987;swissfungi;FUNG;20987;Lichenomphalia umbellifera;;1985;NA;NA;NA;250;CH;9;0.2;1
swissfungi:20987;swissfungi;FUNG;20987;Lichenomphalia umbellifera;;1985;NA;NA;NA;250;CH;101;0.2;1
infofauna:18527;infofauna;COLEca;18527;Licinus cassideus;1;2000;NA;NA;NA;250;CH;14;0.2;1
infofauna:18527;infofauna;COLEca;18527;Licinus cassideus;1;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:18526;infofauna;COLEca;18526;Licinus depressus;;2000;NA;NA;NA;250;CH;15;0.2;1
infofauna:18526;infofauna;COLEca;18526;Licinus depressus;;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:237600;infoflora;TRAC;237600;Ligusticum lucidum Mill.;2;2000;NA;NA;NA;250;CH;14;0.2;1
infoflora:237600;infoflora;TRAC;237600;Ligusticum lucidum Mill.;2;2000;NA;NA;NA;250;CH;102;0.2;1
swissfungi:7489;swissfungi;FUNG;7489;Limacella delicata;3;1985;NA;NA;NA;250;CH;8;0.2;1
swissfungi:7489;swissfungi;FUNG;7489;Limacella delicata;3;1985;NA;NA;NA;250;CH;101;0.2;1
infofauna:31176;infofauna;LEPI;31176;Limenitis populi;4;2000;NA;NA;NA;250;CH;15;1;1
infofauna:31176;infofauna;LEPI;31176;Limenitis populi;4;2000;NA;NA;NA;250;CH;102;1;1
infofauna:31177;infofauna;LEPI;31177;Limenitis reducta;3;2000;NA;NA;NA;250;CH;15;1;1
infofauna:31177;infofauna;LEPI;31177;Limenitis reducta;3;2000;NA;NA;NA;250;CH;102;1;1
infofauna:26544;infofauna;TRIC;26544;Limnephilus affinis;2;2000;NA;NA;NA;250;CH;5;1;1
infofauna:26544;infofauna;TRIC;26544;Limnephilus affinis;2;2000;NA;NA;NA;250;CH;101;1;1
infofauna:26617;infofauna;TRIC;26617;Limnephilus algosus;1;2000;NA;NA;NA;250;CH;5;1;1
infofauna:26617;infofauna;TRIC;26617;Limnephilus algosus;1;2000;NA;NA;NA;250;CH;101;1;1
infofauna:26546;infofauna;TRIC;26546;Limnephilus binotatus;4;2000;NA;NA;NA;250;CH;5;0.2;1
infofauna:26546;infofauna;TRIC;26546;Limnephilus binotatus;4;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26547;infofauna;TRIC;26547;Limnephilus bipunctatus;3;2000;NA;NA;NA;250;CH;5;0.2;1
infofauna:26547;infofauna;TRIC;26547;Limnephilus bipunctatus;3;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26548;infofauna;TRIC;26548;Limnephilus borealis;1;2000;NA;NA;NA;250;CH;5;1;1
infofauna:26548;infofauna;TRIC;26548;Limnephilus borealis;1;2000;NA;NA;NA;250;CH;101;1;1
infofauna:26598;infofauna;TRIC;26598;Limnephilus elegans;2;2000;NA;NA;NA;250;CH;5;1;1
infofauna:26598;infofauna;TRIC;26598;Limnephilus elegans;2;2000;NA;NA;NA;250;CH;101;1;1
infofauna:26555;infofauna;TRIC;26555;Limnephilus germanus;4;2000;NA;NA;NA;250;CH;6;0.2;1
infofauna:26555;infofauna;TRIC;26555;Limnephilus germanus;4;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26556;infofauna;TRIC;26556;Limnephilus griseus;3;2000;NA;NA;NA;250;CH;9;0.2;1
infofauna:26556;infofauna;TRIC;26556;Limnephilus griseus;3;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26557;infofauna;TRIC;26557;Limnephilus helveticus;4;2000;NA;NA;NA;250;CH;5;0.2;1
infofauna:26557;infofauna;TRIC;26557;Limnephilus helveticus;4;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26560;infofauna;TRIC;26560;Limnephilus incisus;3;2000;NA;NA;NA;250;CH;5;0.2;1
infofauna:26560;infofauna;TRIC;26560;Limnephilus incisus;3;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26561;infofauna;TRIC;26561;Limnephilus italicus;3;2000;NA;NA;NA;250;CH;5;0.2;1
infofauna:26561;infofauna;TRIC;26561;Limnephilus italicus;3;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26564;infofauna;TRIC;26564;Limnephilus nigriceps;3;2000;NA;NA;NA;250;CH;6;1;1
infofauna:26564;infofauna;TRIC;26564;Limnephilus nigriceps;3;2000;NA;NA;NA;250;CH;101;1;1
infofauna:26568;infofauna;TRIC;26568;Limnephilus sericeus;3;2000;NA;NA;NA;250;CH;6;0.2;1
infofauna:26568;infofauna;TRIC;26568;Limnephilus sericeus;3;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26571;infofauna;TRIC;26571;Limnephilus subcentralis;4;2000;NA;NA;NA;250;CH;6;0.2;1
infofauna:26571;infofauna;TRIC;26571;Limnephilus subcentralis;4;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:26572;infofauna;TRIC;26572;Limnephilus vittatus;4;2000;NA;NA;NA;250;CH;5;0.2;1
infofauna:26572;infofauna;TRIC;26572;Limnephilus vittatus;4;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:238600;infoflora;TRAC;238600;Limodorum abortivum (L.) Sw.;;2000;NA;NA;NA;250;CH;16;0.2;1
infoflora:238600;infoflora;TRAC;238600;Limodorum abortivum (L.) Sw.;;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:238700;infoflora;TRAC;238700;Limosella aquatica L.;2;2000;NA;NA;NA;250;CH;5;0.2;1
infoflora:238700;infoflora;TRAC;238700;Limosella aquatica L.;2;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:239100;infoflora;TRAC;239100;Linaria angustissima (Loisel.) Re;;2000;NA;NA;NA;250;CH;14;0.2;1
infoflora:239100;infoflora;TRAC;239100;Linaria angustissima (Loisel.) Re;;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:240400;infoflora;TRAC;240400;Lindernia procumbens (Krock.) Borbás;2;2000;NA;NA;NA;250;CH;5;0.2;1
infoflora:240400;infoflora;TRAC;240400;Lindernia procumbens (Krock.) Borbás;2;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:240900;infoflora;TRAC;240900;Linum austriacum L.;4;2000;NA;NA;NA;250;CH;14;0.2;1
infoflora:240900;infoflora;TRAC;240900;Linum austriacum L.;4;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:241500;infoflora;TRAC;241500;Linum tenuifolium L.;;2000;NA;NA;NA;250;CH;14;0.2;1
infoflora:241500;infoflora;TRAC;241500;Linum tenuifolium L.;;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:241800;infoflora;TRAC;241800;Liparis loeselii (L.) Rich.;4;2000;NA;NA;NA;250;CH;6;0.2;1
infoflora:241800;infoflora;TRAC;241800;Liparis loeselii (L.) Rich.;4;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:70107;infofauna;AMPH;70107;Lissotriton helveticus;4;2000;NA;NA;NA;250;CH;5;1;1
infofauna:70107;infofauna;AMPH;70107;Lissotriton helveticus;4;2000;NA;NA;NA;250;CH;101;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;5;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;6;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;7;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;8;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;101;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;101;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;101;1;1
infofauna:70108;infofauna;AMPH;70108;Lissotriton vulgaris;3;2000;NA;NA;NA;250;CH;101;1;1
infoflora:242200;infoflora;TRAC;242200;Lithospermum officinale L.;;2000;NA;NA;NA;250;CH;15;0.2;1
infoflora:242200;infoflora;TRAC;242200;Lithospermum officinale L.;;2000;NA;NA;NA;250;CH;102;0.2;1
swissfungi:4384;swissfungi;FUNG;4384;Litschauerella clematidis (Bourdot et Galzin) J. Erikss. et Ryvarden;4;1985;NA;NA;NA;250;CH;8;0.2;NPA
swissfungi:4384;swissfungi;FUNG;4384;Litschauerella clematidis (Bourdot et Galzin) J. Erikss. et Ryvarden;4;1985;NA;NA;NA;250;CH;101;0.2;NPA
swissfungi:7779;swissfungi;FUNG;7779;Lizonia baldinii;;1985;NA;NA;NA;250;CH;9;0.2;1
swissfungi:7779;swissfungi;FUNG;7779;Lizonia baldinii;;1985;NA;NA;NA;250;CH;101;0.2;1
swissfungi:10384;swissfungi;FUNG;10384;Lizonia empirigonia;;1985;NA;NA;NA;250;CH;9;0.2;1
swissfungi:10384;swissfungi;FUNG;10384;Lizonia empirigonia;;1985;NA;NA;NA;250;CH;101;0.2;1
swisslichens:857;swisslichens;LICH;857;Lobaria pulmonaria;3;1989;NA;NA;NA;250;CH;8;0.2;1
swisslichens:857;swisslichens;LICH;857;Lobaria pulmonaria;3;1989;NA;NA;NA;250;CH;101;0.2;1
infoflora:243300;infoflora;TRAC;243300;Lomelosia graminifolia (L.) Greuter & Burdet;4;2000;NA;NA;NA;250;CH;14;0.2;1
infoflora:243300;infoflora;TRAC;243300;Lomelosia graminifolia (L.) Greuter & Burdet;4;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:243700;infoflora;TRAC;243700;Lonicera etrusca Santi;4;2000;NA;NA;NA;250;CH;16;0.2;1
infoflora:243700;infoflora;TRAC;243700;Lonicera etrusca Santi;4;2000;NA;NA;NA;250;CH;102;0.2;1
swissfungi:4398;swissfungi;FUNG;4398;Lophodermium arundinaceum;;1985;NA;NA;NA;250;CH;6;0.2;1
swissfungi:4398;swissfungi;FUNG;4398;Lophodermium arundinaceum;;1985;NA;NA;NA;250;CH;101;0.2;1
swissfungi:12229;swissfungi;FUNG;12229;Lophodermium oxycocci;;1985;NA;NA;NA;250;CH;9;0.2;1
swissfungi:12229;swissfungi;FUNG;12229;Lophodermium oxycocci;;1985;NA;NA;NA;250;CH;101;0.2;1
nism:259;nism;BRYO;259;Lophozia laxa (Lindb.) Grolle;3;1984;NA;NA;NA;250;CH;9;0.2;1
nism:259;nism;BRYO;259;Lophozia laxa (Lindb.) Grolle;3;1984;NA;NA;NA;250;CH;101;0.2;1
infofauna:31247;infofauna;LEPI;31247;Lopinga achine;2;2000;NA;NA;NA;250;CH;16;1;1
infofauna:31247;infofauna;LEPI;31247;Lopinga achine;2;2000;NA;NA;NA;250;CH;102;1;1
infoflora:244800;infoflora;TRAC;244800;Lotus maritimus L.;;2000;NA;NA;NA;250;CH;6;0.2;1
infoflora:244800;infoflora;TRAC;244800;Lotus maritimus L.;;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:244900;infoflora;TRAC;244900;Lotus pedunculatus Cav.;;2000;NA;NA;NA;250;CH;7;0.2;1
infoflora:244900;infoflora;TRAC;244900;Lotus pedunculatus Cav.;;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:245100;infoflora;TRAC;245100;Lotus tenuis Willd.;;2000;NA;NA;NA;250;CH;6;0.2;1
infoflora:245100;infoflora;TRAC;245100;Lotus tenuis Willd.;;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:22800;infofauna;COLE;22800;Lucanus cervus;4;2000;NA;NA;NA;250;CH;16;0.2;1
infofauna:22800;infofauna;COLE;22800;Lucanus cervus;4;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:245300;infoflora;TRAC;245300;Ludwigia palustris (L.) Elliott;2;2000;NA;NA;NA;250;CH;5;0.2;1
infoflora:245300;infoflora;TRAC;245300;Ludwigia palustris (L.) Elliott;2;2000;NA;NA;NA;250;CH;101;0.2;1
vogelwarte:3560;vogelwarte;AVES;3560;Lullula arborea (Linnaeus, 1758);1;2000;NA;NA;NA;250;CH;14;0.2;1
vogelwarte:3560;vogelwarte;AVES;3560;Lullula arborea (Linnaeus, 1758);1;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:246400;infoflora;TRAC;246400;Luzula forsteri (Sm.) DC.;;2000;NA;NA;NA;250;CH;16;0.2;1
infoflora:246400;infoflora;TRAC;246400;Luzula forsteri (Sm.) DC.;;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:31100;infofauna;LEPI;31100;Lycaena alciphron;4;2000;NA;NA;NA;250;CH;14;1;1
infofauna:31100;infofauna;LEPI;31100;Lycaena alciphron;4;2000;NA;NA;NA;250;CH;102;1;1
infofauna:31102;infofauna;LEPI;31102;Lycaena helle;3;2000;NA;NA;NA;250;CH;7;1;1
infofauna:31102;infofauna;LEPI;31102;Lycaena helle;3;2000;NA;NA;NA;250;CH;101;1;1
swissfungi:4421;swissfungi;FUNG;4421;Lycoperdon decipiens;4;1985;NA;NA;NA;250;CH;14;1;1
swissfungi:4421;swissfungi;FUNG;4421;Lycoperdon decipiens;4;1985;NA;NA;NA;250;CH;102;1;1
swissfungi:4427;swissfungi;FUNG;4427;Lycoperdon lividum;4;1985;NA;NA;NA;250;CH;14;1;1
swissfungi:4427;swissfungi;FUNG;4427;Lycoperdon lividum;4;1985;NA;NA;NA;250;CH;102;1;1
infoflora:249400;infoflora;TRAC;249400;Lycopodiella inundata (L.) Holub;4;2000;NA;NA;NA;250;CH;9;1;1
infoflora:249400;infoflora;TRAC;249400;Lycopodiella inundata (L.) Holub;4;2000;NA;NA;NA;250;CH;101;1;1
swissfungi:4456;swissfungi;FUNG;4456;Lyophyllum favrei;1;1985;NA;NA;NA;250;CH;8;0.2;1
swissfungi:4456;swissfungi;FUNG;4456;Lyophyllum favrei;1;1985;NA;NA;NA;250;CH;101;0.2;1
swissfungi:4470;swissfungi;FUNG;4470;Lyophyllum ochraceum;2;1985;NA;NA;NA;250;CH;8;0.2;1
swissfungi:4470;swissfungi;FUNG;4470;Lyophyllum ochraceum;2;1985;NA;NA;NA;250;CH;101;0.2;1
infoflora:251700;infoflora;TRAC;251700;Lysimachia thyrsiflora L.;4;2000;NA;NA;NA;250;CH;5;0.2;1
infoflora:251700;infoflora;TRAC;251700;Lysimachia thyrsiflora L.;4;2000;NA;NA;NA;250;CH;6;0.2;1
infoflora:251700;infoflora;TRAC;251700;Lysimachia thyrsiflora L.;4;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:251700;infoflora;TRAC;251700;Lysimachia thyrsiflora L.;4;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:251900;infoflora;TRAC;251900;Lythrum hyssopifolia L.;2;2000;NA;NA;NA;250;CH;5;0.2;1
infoflora:251900;infoflora;TRAC;251900;Lythrum hyssopifolia L.;2;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:252000;infoflora;TRAC;252000;Lythrum portula (L.) D. A. Webb;3;2000;NA;NA;NA;250;CH;5;0.2;1
infoflora:252000;infoflora;TRAC;252000;Lythrum portula (L.) D. A. Webb;3;2000;NA;NA;NA;250;CH;101;0.2;1
swissfungi:13413;swissfungi;FUNG;13413;Macrotyphula tremula Berthier;3;1985;NA;NA;NA;250;CH;15;0.2;NPA
swissfungi:13413;swissfungi;FUNG;13413;Macrotyphula tremula Berthier;3;1985;NA;NA;NA;250;CH;102;0.2;NPA
infofauna:30913;infofauna;LEPI;30913;Malacosoma castrensis;4;2000;NA;NA;NA;250;CH;14;0.2;1
infofauna:30913;infofauna;LEPI;30913;Malacosoma castrensis;4;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:252600;infoflora;TRAC;252600;Malaxis monophyllos (L.) Sw.;4;2000;NA;NA;NA;250;CH;8;0.2;1
infoflora:252600;infoflora;TRAC;252600;Malaxis monophyllos (L.) Sw.;4;2000;NA;NA;NA;250;CH;101;0.2;1
infoflora:252900;infoflora;TRAC;252900;Malus sylvestris (L.) Mill.;;2000;NA;NA;NA;250;CH;8;0.2;1
infoflora:252900;infoflora;TRAC;252900;Malus sylvestris (L.) Mill.;;2000;NA;NA;NA;250;CH;101;0.2;1
nism:278;nism;BRYO;278;Mannia androgyna (L.) A.Evans;2;1984;NA;NA;NA;250;CH;14;0.2;1
nism:278;nism;BRYO;278;Mannia androgyna (L.) A.Evans;2;1984;NA;NA;NA;250;CH;102;0.2;1
nism:280;nism;BRYO;280;Mannia fragrans aggr. aggr.;4;1984;NA;NA;NA;250;CH;14;0.2;1
nism:280;nism;BRYO;280;Mannia fragrans aggr. aggr.;4;1984;NA;NA;NA;250;CH;102;0.2;1
nism:3717;nism;BRYO;3717;Mannia fragrans subsp. fragrans (Balbis) Frye & L.Clark;4;1984;NA;NA;NA;250;CH;14;0.2;1
nism:3717;nism;BRYO;3717;Mannia fragrans subsp. fragrans (Balbis) Frye & L.Clark;4;1984;NA;NA;NA;250;CH;102;0.2;1
nism:283;nism;BRYO;283;Mannia pilosa (Hornem.) Frye & L.Clark;4;1984;NA;NA;NA;250;CH;14;0.2;1
nism:283;nism;BRYO;283;Mannia pilosa (Hornem.) Frye & L.Clark;4;1984;NA;NA;NA;250;CH;102;0.2;1
nism:286;nism;BRYO;286;Mannia triandra (Scop.) Grolle;3;1984;NA;NA;NA;250;CH;14;0.2;1
nism:286;nism;BRYO;286;Mannia triandra (Scop.) Grolle;3;1984;NA;NA;NA;250;CH;102;0.2;1
infofauna:17840;infofauna;ORTH;17840;Mantis religiosa;;2000;NA;NA;NA;250;CH;14;0.2;1
infofauna:17840;infofauna;ORTH;17840;Mantis religiosa;;2000;NA;NA;NA;250;CH;102;0.2;1
swissfungi:4518;swissfungi;FUNG;4518;Marasmiellus candidus;3;1985;NA;NA;NA;250;CH;8;0.2;1
swissfungi:4518;swissfungi;FUNG;4518;Marasmiellus candidus;3;1985;NA;NA;NA;250;CH;101;0.2;1
swissfungi:4523;swissfungi;FUNG;4523;Marasmiellus tricolor (Alb. et Schwein.ex Fr.) Singer;3;1985;NA;NA;NA;250;CH;14;1;NPA
swissfungi:4523;swissfungi;FUNG;4523;Marasmiellus tricolor (Alb. et Schwein.ex Fr.) Singer;3;1985;NA;NA;NA;250;CH;102;1;NPA
swissfungi:4529;swissfungi;FUNG;4529;Marasmius anomalus;3;1985;NA;NA;NA;250;CH;14;1;1
swissfungi:4529;swissfungi;FUNG;4529;Marasmius anomalus;3;1985;NA;NA;NA;250;CH;102;1;1
swissfungi:4530;swissfungi;FUNG;4530;Marasmius buxi Quel.;3;1985;NA;NA;NA;250;CH;16;0.2;NPA
swissfungi:4530;swissfungi;FUNG;4530;Marasmius buxi Quel.;3;1985;NA;NA;NA;250;CH;102;0.2;NPA
swissfungi:4540;swissfungi;FUNG;4540;Marasmius hudsonii (Pers.ex Fr.) Fr.;2;1985;NA;NA;NA;250;CH;16;0.2;NPA
swissfungi:4540;swissfungi;FUNG;4540;Marasmius hudsonii (Pers.ex Fr.) Fr.;2;1985;NA;NA;NA;250;CH;102;0.2;NPA
swissfungi:4541;swissfungi;FUNG;4541;Marasmius limosus;;1985;NA;NA;NA;250;CH;6;0.2;1
swissfungi:4541;swissfungi;FUNG;4541;Marasmius limosus;;1985;NA;NA;NA;250;CH;101;0.2;1
swissfungi:13387;swissfungi;FUNG;13387;Marasmius querceus;;1985;NA;NA;NA;250;CH;16;0.2;1
swissfungi:13387;swissfungi;FUNG;13387;Marasmius querceus;;1985;NA;NA;NA;250;CH;102;0.2;1
swissfungi:22243;swissfungi;FUNG;22243;Marasmius quercophilus Pouzar;3;1985;NA;NA;NA;250;CH;16;0.2;NPA
swissfungi:22243;swissfungi;FUNG;22243;Marasmius quercophilus Pouzar;3;1985;NA;NA;NA;250;CH;102;0.2;NPA
swissfungi:4554;swissfungi;FUNG;4554;Marasmius tremulae Velen.;1;1985;NA;NA;NA;250;CH;8;0.2;NPA
swissfungi:4554;swissfungi;FUNG;4554;Marasmius tremulae Velen.;1;1985;NA;NA;NA;250;CH;101;0.2;NPA
nism:289;nism;BRYO;289;Marchantia paleacea Bertol.;4;2000;NA;NA;NA;250;CH;1;1;1
swisslichens:3567;swisslichens;LICH;3567;Maronea constans;2;1989;NA;NA;NA;250;CH;11;0.2;1
infoflora:253900;infoflora;TRAC;253900;Marsilea quadrifolia L.;2;2000;NA;NA;NA;250;CH;5;0.2;1
infoflora:253900;infoflora;TRAC;253900;Marsilea quadrifolia L.;2;2000;NA;NA;NA;250;CH;101;0.2;1
nism:314;nism;BRYO;314;Marsupella sphacelata (Lindenb.) Dumort.;;1984;NA;NA;NA;250;CH;1;0.2;1
swissfungi:10559;swissfungi;FUNG;10559;Massarina arundinacea;;1985;NA;NA;NA;250;CH;6;0.2;1
swissfungi:10559;swissfungi;FUNG;10559;Massarina arundinacea;;1985;NA;NA;NA;250;CH;101;0.2;1
infoflora:255100;infoflora;TRAC;255100;Medicago falcata L.;;2000;NA;NA;NA;250;CH;15;0.2;1
infoflora:255100;infoflora;TRAC;255100;Medicago falcata L.;;2000;NA;NA;NA;250;CH;102;0.2;1
infoflora:255400;infoflora;TRAC;255400;Medicago minima (L.) L.;;2000;NA;NA;NA;250;CH;14;0.2;1
infoflora:255400;infoflora;TRAC;255400;Medicago minima (L.) L.;;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:8173;infofauna;MOLL;8173;Mediterranea adamii (Westerlund, 1886);1;2000;NA;NA;NA;250;CH;14;0.2;NPA
infofauna:8173;infofauna;MOLL;8173;Mediterranea adamii (Westerlund, 1886);1;2000;NA;NA;NA;250;CH;102;0.2;NPA
nism:1677;nism;BRYO;1677;Meesia longiseta Hedw.;2;2000;NA;NA;NA;250;CH;6;1;1
nism:1677;nism;BRYO;1677;Meesia longiseta Hedw.;2;2000;NA;NA;NA;250;CH;9;1;1
nism:1677;nism;BRYO;1677;Meesia longiseta Hedw.;2;2000;NA;NA;NA;250;CH;101;1;1
nism:1677;nism;BRYO;1677;Meesia longiseta Hedw.;2;2000;NA;NA;NA;250;CH;101;1;1
nism:1678;nism;BRYO;1678;Meesia triquetra (Jolycl.) Ångstr.;;1984;NA;NA;NA;250;CH;6;0.2;1
nism:1678;nism;BRYO;1678;Meesia triquetra (Jolycl.) Ångstr.;;1984;NA;NA;NA;250;CH;101;0.2;1
infofauna:59567;infofauna;APID;59567;Megachile flabellipes;;2000;NA;NA;NA;250;CH;14;0.2;1
infofauna:59567;infofauna;APID;59567;Megachile flabellipes;;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:59572;infofauna;APID;59572;Megachile ligniseca;4;2000;NA;NA;NA;250;CH;8;0.2;1
infofauna:59572;infofauna;APID;59572;Megachile ligniseca;4;2000;NA;NA;NA;250;CH;101;0.2;1
infofauna:59574;infofauna;APID;59574;Megachile melanopyga;;2000;NA;NA;NA;250;CH;14;0.2;1
infofauna:59574;infofauna;APID;59574;Megachile melanopyga;;2000;NA;NA;NA;250;CH;102;0.2;1
infofauna:59577;infofauna;APID;59577;Megachile pilicrus;;2000;NA;NA;NA;250;CH;14;0.2;1
